iteration,epoch,mse,mae
0,0,0.9209754,0.6594437
0,1,0.9424455,0.6548328
0,2,0.9314583,0.6567683
0,3,0.9537261,0.6553748
0,4,0.95844895,0.68996876
0,5,0.9452655,0.65786797
0,6,0.967956,0.6869094
0,7,0.9834051,0.6857856
0,8,0.9740691,0.6666417
0,9,0.9669485,0.6721027
0,10,0.9764104,0.6718649
0,11,0.97755146,0.6799588
0,12,0.9628007,0.6636941
0,13,0.96194667,0.6681513
0,14,0.96650124,0.668647
0,15,0.95348233,0.6579473
0,16,0.9478095,0.65776074
0,17,0.9397745,0.653817
0,18,0.94790846,0.66162086
0,19,0.94215506,0.65384686
