iteration,epoch,mse,mae
0,0,0.97813135,0.6911093
0,1,1.0431104,0.72454935
0,2,1.0350959,0.71463287
0,3,1.0797697,0.74512696
0,4,1.0823896,0.74715877
0,5,1.0864282,0.74194
0,6,1.1019182,0.7556918
0,7,1.1064677,0.75115836
0,8,1.1187351,0.7600561
0,9,1.1048634,0.7461468
0,10,1.0994108,0.746183
0,11,1.105676,0.74473196
0,12,1.1054338,0.74769413
0,13,1.1085454,0.7535899
0,14,1.111774,0.7529368
0,15,1.1021521,0.7416612
0,16,1.1108922,0.75267273
0,17,1.0991265,0.73965836
0,18,1.0977179,0.74517626
0,19,1.0991244,0.74787474
