iteration,epoch,mse,mae
0,0,0.93443394,0.68820447
0,1,0.9545582,0.6860544
0,2,1.0003594,0.6923442
0,3,0.99433094,0.69314337
0,4,1.0088005,0.69886285
0,5,1.0474423,0.69766253
0,6,1.0322534,0.71575165
0,7,1.0206132,0.71088225
0,8,1.0086483,0.7042652
0,9,1.0283499,0.7076834
0,10,1.0134294,0.7027548
0,11,1.0148973,0.7028294
0,12,1.0203618,0.7128132
0,13,1.001492,0.6867283
0,14,0.99884874,0.70174044
0,15,1.0107797,0.7057741
0,16,0.9987075,0.70205027
0,17,0.9840524,0.69239044
0,18,0.9909721,0.6988602
0,19,0.9687931,0.6785185
