iteration,epoch,mse,mae
0,0,2.4890108,1.0475782
0,1,2.1689448,0.9953472
0,2,2.0188842,0.89256036
0,3,2.1425483,0.9881457
0,4,2.0976255,0.9353567
0,5,2.042083,0.93204576
0,6,1.9308997,0.8866291
0,7,1.8154727,0.8519572
0,8,1.8894757,0.89337313
0,9,1.8045081,0.8443985
0,10,1.9450926,0.8889561
0,11,1.8278453,0.8517097
0,12,1.9073852,0.8735223
0,13,1.8409263,0.86474395
0,14,1.7838974,0.8445951
0,15,1.8136898,0.85160595
0,16,1.8354276,0.85475373
0,17,1.8626342,0.8690444
0,18,1.777685,0.8373937
0,19,1.8684807,0.86415935
0,20,1.8335221,0.8598648
0,21,1.8498929,0.85804194
0,22,1.8023942,0.84601194
0,23,1.8186772,0.85025626
0,24,1.7964025,0.8446795
0,25,1.808847,0.8456125
0,26,1.7953341,0.8442665
0,27,1.7928227,0.843058
0,28,1.8016809,0.8454714
0,29,1.8288292,0.8552426
0,30,1.8228445,0.8527484
0,31,1.8126105,0.8489608
0,32,1.8061677,0.84529084
0,33,1.8091766,0.8475044
0,34,1.801113,0.84122306
0,35,1.8231679,0.8456313
0,36,1.8057696,0.84687114
0,37,1.8047589,0.8443862
0,38,1.8259057,0.84959364
0,39,1.8215144,0.84942055
0,40,1.8063072,0.8456758
0,41,1.816979,0.8468116
0,42,1.8036966,0.844746
0,43,1.8234932,0.8489009
0,44,1.8030833,0.84354085
0,45,1.816661,0.84770715
0,46,1.8268609,0.8496669
0,47,1.8182648,0.8474915
0,48,1.8113499,0.8469491
0,49,1.8167133,0.8464069
1,0,2.6785982,1.073397
1,1,2.0580254,0.94139504
1,2,1.8977869,0.8929351
1,3,2.0103564,0.92880315
1,4,1.794323,0.8755464
1,5,1.6642666,0.83488977
1,6,1.8298461,0.89118415
1,7,1.9306316,0.8965044
1,8,1.8942971,0.8840283
1,9,1.7192391,0.8415945
1,10,1.8236923,0.85791075
1,11,1.835591,0.8645562
1,12,1.9049239,0.89072585
1,13,1.8324012,0.85019624
1,14,1.8468578,0.86172676
1,15,1.8137988,0.8463227
1,16,1.771203,0.8342415
1,17,1.7721828,0.8317133
1,18,1.857357,0.8506401
1,19,1.8633655,0.86285216
1,20,1.8149933,0.8482446
1,21,1.8464876,0.86225474
1,22,1.7695513,0.8280685
1,23,1.8500038,0.8564524
1,24,1.8242975,0.84783614
1,25,1.8301587,0.85000086
1,26,1.821968,0.84664094
1,27,1.8400273,0.84930754
1,28,1.8072792,0.84139854
1,29,1.8243597,0.8436922
1,30,1.7961841,0.834424
1,31,1.8099413,0.843987
1,32,1.8280987,0.8440526
1,33,1.8034731,0.8397378
1,34,1.8001198,0.83929306
1,35,1.8078086,0.8390539
1,36,1.834742,0.84742147
1,37,1.7964598,0.8337095
1,38,1.819544,0.84606725
1,39,1.8183548,0.8429199
1,40,1.8036404,0.83669037
1,41,1.8063822,0.83915174
1,42,1.8100065,0.8424204
1,43,1.8204094,0.84363675
1,44,1.8204216,0.84239465
1,45,1.8046297,0.83816683
1,46,1.8067218,0.83895075
1,47,1.7977798,0.8351
1,48,1.8196719,0.84091055
1,49,1.8104,0.84082353
2,0,2.8282118,1.2230984
2,1,2.1991878,1.0080179
2,2,2.6401417,1.0957863
2,3,1.8450521,0.8868483
2,4,2.1197245,0.9651155
2,5,2.0428944,0.91895694
2,6,2.1041522,0.8913019
2,7,1.9759307,0.87917113
2,8,1.9627161,0.8863398
2,9,2.0986621,0.90778255
2,10,2.0358503,0.88434833
2,11,2.1681755,0.90467155
2,12,2.10666,0.88875777
2,13,2.026622,0.86425024
2,14,2.0730622,0.8589876
2,15,1.99703,0.8641185
2,16,2.0996735,0.8796885
2,17,1.9926021,0.8558843
2,18,2.086181,0.87112296
2,19,2.0699465,0.8726265
2,20,2.1132782,0.87163
2,21,2.075838,0.880239
2,22,2.0152056,0.857907
2,23,2.0454967,0.869797
2,24,2.0471356,0.856488
2,25,2.050746,0.8631569
2,26,2.0502946,0.8688442
2,27,2.1028304,0.87803346
2,28,2.0134194,0.84528494
2,29,2.0578933,0.86242634
2,30,2.015519,0.86318314
2,31,2.0502322,0.86212206
2,32,2.0484061,0.8530278
2,33,2.0419037,0.8589135
2,34,2.036,0.8546172
2,35,2.0440433,0.8570099
2,36,2.0460873,0.85303146
2,37,2.027058,0.85727483
2,38,2.03538,0.8553169
2,39,2.0314348,0.8608425
2,40,2.0219746,0.8527156
2,41,2.0354664,0.85382414
2,42,2.0492852,0.8615692
2,43,2.0256379,0.85670084
2,44,2.0379453,0.8584077
2,45,2.0324006,0.8564863
2,46,2.0389934,0.857197
2,47,2.041565,0.8575168
2,48,2.0334306,0.8564067
2,49,2.0191622,0.8562725
