iteration,epoch,mse,mae
0,0,2.0914245,1.0041949
0,1,2.1220915,1.00802
0,2,2.1097922,1.0107808
0,3,2.0532427,0.9763034
0,4,2.135358,0.99953526
0,5,2.095579,0.97930586
0,6,1.9604307,0.93443865
0,7,1.9246861,0.91124725
0,8,1.9164743,0.8999863
0,9,1.9343278,0.90737504
0,10,2.078907,0.9572918
0,11,1.9787445,0.92277616
0,12,1.9189829,0.90174925
0,13,1.8905518,0.8911596
0,14,1.8689466,0.8741712
0,15,1.812336,0.8706036
0,16,1.9037151,0.90764564
0,17,1.8623157,0.8945973
0,18,1.8361094,0.8705873
0,19,1.8692509,0.8893356
0,20,1.8805016,0.89465994
0,21,1.8402954,0.87842304
0,22,1.8824351,0.8944056
0,23,1.8473825,0.8797365
0,24,1.8937933,0.8941483
0,25,1.8966684,0.89338154
0,26,1.8589103,0.8867608
0,27,1.8526678,0.88547516
0,28,1.8820198,0.89507335
0,29,1.8513185,0.8890066
0,30,1.8592163,0.8829413
0,31,1.860062,0.8891784
0,32,1.8752695,0.89102876
0,33,1.8872051,0.89941967
0,34,1.8930633,0.89741975
0,35,1.8582838,0.88827044
0,36,1.8685905,0.888108
0,37,1.8719089,0.89242
0,38,1.8594407,0.8877249
0,39,1.8613219,0.88825697
0,40,1.8740189,0.8941156
0,41,1.867683,0.8923143
0,42,1.8577555,0.88823473
0,43,1.8597108,0.8877818
0,44,1.8732402,0.8933366
0,45,1.8605314,0.8887519
0,46,1.8596231,0.8882592
0,47,1.8657255,0.89014304
0,48,1.8702387,0.8922184
0,49,1.8706611,0.8919392
1,0,2.1701677,1.0035931
1,1,2.1848106,1.0294282
1,2,2.135739,1.02278
1,3,2.1169527,1.0268971
1,4,2.086943,1.0157219
1,5,2.2000782,1.0336655
1,6,2.1396408,1.0103481
1,7,2.104382,0.9930831
1,8,2.1217048,1.0043757
1,9,2.1372218,0.9980042
1,10,1.982838,0.9603954
1,11,2.0844219,0.989844
1,12,2.0998094,0.9812769
1,13,2.1105645,0.986941
1,14,2.106169,0.98322475
1,15,2.0482578,0.9670492
1,16,2.090441,0.97704744
1,17,2.102129,0.97337085
1,18,2.0905275,0.9740415
1,19,2.0931678,0.97166145
1,20,2.1541133,0.98604673
1,21,2.039876,0.9606438
1,22,2.110566,0.9800133
1,23,2.1042254,0.9725238
1,24,2.1132913,0.9764514
1,25,2.106915,0.9805317
1,26,2.1028392,0.9775581
1,27,2.1263897,0.97645915
1,28,2.116368,0.9741097
1,29,2.101163,0.9696054
1,30,2.110895,0.97188646
1,31,2.107128,0.97098774
1,32,2.1225746,0.9787456
1,33,2.1110964,0.97486055
1,34,2.1133413,0.97292787
1,35,2.1048977,0.97199255
1,36,2.1115558,0.9749982
1,37,2.1178198,0.97453034
1,38,2.114212,0.9712166
1,39,2.111219,0.9733476
1,40,2.1131845,0.9745317
1,41,2.1060607,0.97242635
1,42,2.123579,0.97651684
1,43,2.119887,0.97637945
1,44,2.1181104,0.97505295
1,45,2.1149876,0.9733533
1,46,2.1136608,0.97472227
1,47,2.118292,0.97516257
1,48,2.106943,0.97302043
1,49,2.1206827,0.9752384
2,0,2.169835,1.0192648
2,1,2.0024822,0.9893031
2,2,1.9780505,0.9967995
2,3,1.9857914,0.9886003
2,4,2.207964,1.0311213
2,5,2.1814983,1.0138499
2,6,2.0355668,0.9705738
2,7,1.993826,0.9466433
2,8,1.9691195,0.9528901
2,9,1.9746038,0.95145935
2,10,1.9064405,0.9235527
2,11,1.8751396,0.91371214
2,12,1.8501984,0.901918
2,13,1.8188355,0.9045168
2,14,1.8670442,0.90836805
2,15,1.845385,0.90148157
2,16,1.8283701,0.8936898
2,17,1.8324237,0.89415103
2,18,1.8064549,0.88746816
2,19,1.8414274,0.89569175
2,20,1.823889,0.8899091
2,21,1.8281237,0.8873746
2,22,1.8088441,0.88104683
2,23,1.823544,0.8851827
2,24,1.8311101,0.8865294
2,25,1.8019177,0.88036263
2,26,1.8275459,0.8827348
2,27,1.8145168,0.88173485
2,28,1.836489,0.8845783
2,29,1.8228625,0.8831772
2,30,1.8297653,0.8864395
2,31,1.8045083,0.87816465
2,32,1.8167844,0.8825853
2,33,1.8268979,0.88206255
2,34,1.8280001,0.8853583
2,35,1.8161793,0.8788789
2,36,1.8052217,0.877649
2,37,1.8247219,0.8836764
2,38,1.8266865,0.8820456
2,39,1.8220206,0.88154805
2,40,1.8213049,0.8808186
2,41,1.8263147,0.88331115
2,42,1.8152624,0.87966686
2,43,1.818544,0.8800129
2,44,1.8228714,0.881623
2,45,1.826824,0.88236976
2,46,1.8212129,0.88143796
2,47,1.8291323,0.8819161
2,48,1.825985,0.8813385
2,49,1.8253602,0.88144237
