iteration,epoch,mse,mae
0,0,2.405605,1.0358975
0,1,2.480126,1.0528992
0,2,1.9841675,0.93280864
0,3,2.0657861,0.92994756
0,4,2.112206,0.9681979
0,5,1.9358597,0.9087011
0,6,1.8244073,0.88739604
0,7,1.9617311,0.94361335
0,8,1.8476403,0.87617135
0,9,1.899567,0.8918297
0,10,1.8453497,0.885187
0,11,1.8167211,0.87395424
0,12,1.822669,0.8690033
0,13,1.7883838,0.8543727
0,14,1.8552542,0.87479705
0,15,1.8122627,0.8756523
0,16,1.8177416,0.88119924
0,17,1.7536353,0.8555694
0,18,1.7544632,0.8575265
0,19,1.7832668,0.86640286
0,20,1.73115,0.8473493
0,21,1.7841163,0.86158085
0,22,1.7949451,0.86041814
0,23,1.7688789,0.8608173
0,24,1.7561895,0.8554343
0,25,1.7723888,0.85900176
0,26,1.765272,0.84850186
0,27,1.84192,0.87676203
0,28,1.7924199,0.86418563
0,29,1.8342669,0.8730138
0,30,1.7801533,0.86513525
0,31,1.7760503,0.85528207
0,32,1.8170466,0.86873084
0,33,1.7537665,0.8478357
0,34,1.7846512,0.8592869
0,35,1.7863655,0.8584954
0,36,1.7564543,0.84732014
0,37,1.7717339,0.8540674
0,38,1.7553091,0.84555286
0,39,1.7933818,0.8652113
0,40,1.7702736,0.851929
0,41,1.7621005,0.85093826
0,42,1.7657099,0.8486611
0,43,1.7949442,0.8635529
0,44,1.7793723,0.8566901
0,45,1.7647889,0.8512641
0,46,1.7703168,0.85240966
0,47,1.7623657,0.8505396
0,48,1.7806997,0.85569334
0,49,1.7726679,0.8527555
1,0,2.305985,1.0582545
1,1,2.2734838,1.0036237
1,2,2.0341256,0.9777377
1,3,1.9632208,0.9009624
1,4,2.2225375,0.9954027
1,5,1.7888494,0.8552199
1,6,2.1179032,0.93860835
1,7,1.8740333,0.8686255
1,8,2.032608,0.9086889
1,9,1.9273795,0.88655573
1,10,1.8404878,0.8500307
1,11,1.9421623,0.89349586
1,12,2.012039,0.9029142
1,13,1.9413183,0.8939766
1,14,1.8487217,0.8521728
1,15,1.8732141,0.8697965
1,16,1.9307268,0.87846655
1,17,1.849448,0.85721684
1,18,1.8830066,0.8798926
1,19,1.941694,0.9006439
1,20,1.9033195,0.86327994
1,21,1.8271463,0.85899514
1,22,1.7628483,0.8285622
1,23,1.8223222,0.8536277
1,24,1.8364557,0.85914934
1,25,1.8119524,0.84773797
1,26,1.8051664,0.84523916
1,27,1.8092074,0.8479772
1,28,1.7567903,0.8307007
1,29,1.7613308,0.83708054
1,30,1.8085759,0.85295737
1,31,1.7903134,0.8484509
1,32,1.8136133,0.8526249
1,33,1.7585893,0.8377403
1,34,1.7847451,0.84040374
1,35,1.7942296,0.84397054
1,36,1.7721242,0.8385468
1,37,1.777295,0.84242254
1,38,1.7632152,0.83595365
1,39,1.7916423,0.84760064
1,40,1.771842,0.8382972
1,41,1.7842914,0.8430178
1,42,1.7633604,0.8390642
1,43,1.751848,0.8324756
1,44,1.7789197,0.84238553
1,45,1.7849838,0.845487
1,46,1.753815,0.8332568
1,47,1.7854737,0.8448842
1,48,1.7493663,0.83359486
1,49,1.7711941,0.8411009
2,0,2.4791303,1.0777344
2,1,2.0007532,0.9591823
2,2,2.0678225,0.9402413
2,3,1.8900688,0.8653226
2,4,1.9085194,0.90089464
2,5,2.1242852,0.9617723
2,6,1.7098999,0.8385217
2,7,1.8324057,0.8471186
2,8,1.751084,0.8361852
2,9,1.7261703,0.83486277
2,10,1.6938673,0.8246048
2,11,1.7367021,0.8339414
2,12,1.7342633,0.84977525
2,13,1.7555292,0.8357845
2,14,1.6804574,0.8054385
2,15,1.8134191,0.8551331
2,16,1.683848,0.80829763
2,17,1.6753659,0.8081433
2,18,1.700505,0.8071221
2,19,1.6779919,0.8069773
2,20,1.7151353,0.81861806
2,21,1.7050074,0.82093656
2,22,1.6729459,0.8038214
2,23,1.7124435,0.8137155
2,24,1.7694546,0.8407994
2,25,1.7330294,0.8311858
2,26,1.7496604,0.831148
2,27,1.7215664,0.8245841
2,28,1.7066927,0.81809175
2,29,1.7486777,0.83653176
2,30,1.71166,0.82243663
2,31,1.7406666,0.83145785
2,32,1.7032818,0.82205886
2,33,1.719282,0.8284106
2,34,1.7004522,0.8187079
2,35,1.7028188,0.81970626
2,36,1.7330289,0.8259191
2,37,1.7480752,0.8306612
2,38,1.7279012,0.82682306
2,39,1.749272,0.83345014
2,40,1.7308377,0.8312317
2,41,1.7223908,0.82828236
2,42,1.7433352,0.8321048
2,43,1.7209713,0.8268134
2,44,1.7312295,0.8328677
2,45,1.7447829,0.8349557
2,46,1.7146562,0.8247021
2,47,1.7293433,0.8286934
2,48,1.726705,0.82877195
2,49,1.7279347,0.8303956
