iteration,epoch,mse,mae
0,0,0.80867016,0.6122687
0,1,0.7591791,0.59380645
0,2,0.78660786,0.6208351
0,3,0.7190924,0.5817904
0,4,0.7036606,0.5544747
0,5,0.69684386,0.5276784
0,6,0.6540469,0.5325187
0,7,0.65477955,0.5381457
0,8,0.72856903,0.5587298
0,9,0.6489323,0.5247925
0,10,0.62159973,0.5061582
0,11,0.69526094,0.539884
0,12,0.64536947,0.5163065
0,13,0.6763235,0.5291474
0,14,0.6466765,0.5153664
0,15,0.66931957,0.52735555
0,16,0.69822276,0.5376127
0,17,0.68189406,0.52685004
0,18,0.65519494,0.5068837
0,19,0.6800858,0.52264476
