iteration,epoch,mse,mae
0,0,1.1159414,0.7845455
0,1,1.19419,0.80303305
0,2,1.3806189,0.84690136
0,3,1.2928267,0.81898826
0,4,1.1913325,0.79428077
0,5,1.4009758,0.8549454
0,6,1.2534482,0.83232206
0,7,1.3796519,0.8629932
0,8,1.2515383,0.8277349
0,9,1.3594736,0.87045443
0,10,1.2829646,0.8320501
0,11,1.3668619,0.8671371
0,12,1.3646643,0.86521107
0,13,1.305662,0.8403309
0,14,1.373604,0.8614234
0,15,1.3041272,0.8365727
0,16,1.3157512,0.8371316
0,17,1.305612,0.8330474
0,18,1.3236206,0.8432807
0,19,1.3588545,0.8555138
