iteration,epoch,mse,mae
0,0,0.92868286,0.6711993
0,1,0.9400187,0.66225547
0,2,0.913733,0.6529735
0,3,0.89697033,0.63058144
0,4,0.9177327,0.67630696
0,5,0.87152267,0.6333068
0,6,0.8881348,0.64478445
0,7,0.8716073,0.63409144
0,8,0.86367464,0.62025
0,9,0.8604725,0.6205183
0,10,0.8474684,0.61358154
0,11,0.856189,0.620201
0,12,0.850369,0.6146555
0,13,0.8476038,0.6234701
0,14,0.85096616,0.62223744
0,15,0.84616643,0.61453044
0,16,0.83534676,0.6108016
0,17,0.8349393,0.609943
0,18,0.84295684,0.6236119
0,19,0.83611614,0.6116938
