iteration,epoch,mse,mae
0,0,1.270375,0.8778962
0,1,1.2708651,0.89076054
0,2,1.2801348,0.905941
0,3,1.195641,0.8223785
0,4,1.0869086,0.79778314
0,5,0.9959127,0.7279338
0,6,0.9639789,0.68547523
0,7,0.92538476,0.67554015
0,8,0.9398134,0.6799974
0,9,0.93321985,0.68808746
0,10,0.92781425,0.6639106
0,11,0.93985134,0.6801215
0,12,0.93424237,0.69040215
0,13,0.9283482,0.65911204
0,14,0.93059516,0.67392594
0,15,0.93530536,0.67170244
0,16,0.940241,0.67635226
0,17,0.92846555,0.67545944
0,18,0.9372066,0.67959344
0,19,0.90892035,0.6569879
