iteration,epoch,mse,mae
0,0,0.8554835,0.6733167
0,1,0.8167199,0.62663335
0,2,0.7777819,0.59759283
0,3,0.94624,0.67650706
0,4,0.70994115,0.5587604
0,5,0.71264565,0.5613675
0,6,0.70830053,0.54876924
0,7,0.64645267,0.5254746
0,8,0.6930981,0.55110383
0,9,0.68157184,0.55201787
0,10,0.71711206,0.5683622
0,11,0.68731916,0.5521777
0,12,0.6947784,0.55956316
0,13,0.6936233,0.5535006
0,14,0.69504935,0.56138104
0,15,0.7071107,0.5637748
0,16,0.68654394,0.55298513
0,17,0.6914796,0.55245554
0,18,0.6928037,0.5558143
0,19,0.6754111,0.5445811
