iteration,epoch,mse,mae
0,0,1.1580541,0.7900015
0,1,1.4205432,0.8562321
0,2,1.6462139,0.9484532
0,3,1.5260704,0.88935447
0,4,1.2841182,0.80386096
0,5,1.3779963,0.84456956
0,6,1.3752248,0.81616753
0,7,1.3154299,0.7988473
0,8,1.2793278,0.7893193
0,9,1.3079643,0.7941275
0,10,1.3206426,0.797555
0,11,1.3884937,0.82144004
0,12,1.322867,0.7997728
0,13,1.3010918,0.7840177
0,14,1.258531,0.780911
0,15,1.2439384,0.76710993
0,16,1.2698884,0.77596
0,17,1.2866203,0.781156
0,18,1.2813927,0.78340626
0,19,1.2622143,0.772216
