iteration,epoch,mse,mae
0,0,0.6741478,0.5532751
0,1,0.67400736,0.5399873
0,2,0.68713355,0.5433343
0,3,0.73884004,0.55056286
0,4,0.6544416,0.49196398
0,5,0.6227176,0.48980212
0,6,0.610879,0.47388545
0,7,0.60189015,0.46457195
0,8,0.5942832,0.47744605
0,9,0.58073616,0.4576397
0,10,0.5641717,0.45042768
0,11,0.56464463,0.4544443
0,12,0.5544972,0.44638148
0,13,0.5417468,0.44499192
0,14,0.54108006,0.44077983
0,15,0.5500211,0.4433619
0,16,0.5370594,0.43904972
0,17,0.52726084,0.4385922
0,18,0.5289548,0.44006237
0,19,0.5302963,0.440352
