iteration,epoch,mse,mae
0,0,2.8750076,1.3820066
0,1,2.1994822,1.1923099
0,2,2.3766372,1.2340078
0,3,2.3007863,1.2299688
0,4,2.205952,1.1948373
0,5,2.2245657,1.2098128
0,6,2.178216,1.192312
0,7,2.2345846,1.2112919
0,8,2.2054071,1.1987444
0,9,2.230461,1.2133514
0,10,2.2579885,1.2176081
0,11,2.248564,1.2195857
0,12,2.247019,1.2144272
0,13,2.2438664,1.2131747
0,14,2.2499433,1.2163088
0,15,2.2605062,1.217156
0,16,2.2684958,1.2192711
0,17,2.265953,1.2196819
0,18,2.2628124,1.2177725
0,19,2.2641375,1.217109
