iteration,epoch,mse,mae
0,0,0.93879384,0.67596745
0,1,1.0110172,0.70395356
0,2,1.0184165,0.69883585
0,3,1.0597824,0.728248
0,4,1.0595212,0.725145
0,5,1.0745192,0.72715706
0,6,1.0722263,0.7335919
0,7,1.0622957,0.7226221
0,8,1.0666777,0.73251337
0,9,1.054513,0.72176903
0,10,1.0356721,0.7128442
0,11,1.0318195,0.7090564
0,12,1.0291191,0.7109602
0,13,1.0318362,0.71641976
0,14,1.0300456,0.71278757
0,15,1.0176095,0.7012545
0,16,1.0228157,0.71427095
0,17,1.0086246,0.6961899
0,18,1.003777,0.7007093
0,19,1.0015177,0.7009217
