iteration,epoch,mse,mae
0,0,1.2231705,0.8539949
0,1,1.2030869,0.81089467
0,2,1.2287483,0.84015536
0,3,1.1188512,0.7999383
0,4,1.0843731,0.77877784
0,5,1.0616266,0.7775346
0,6,1.1214234,0.8112705
0,7,1.0572766,0.77418834
0,8,1.0809597,0.78704166
0,9,1.0479904,0.7729166
0,10,1.0541499,0.77647465
0,11,1.049548,0.77373403
0,12,1.0378741,0.7632914
0,13,1.0255742,0.76156974
0,14,1.083283,0.77214056
0,15,1.0372385,0.75998604
0,16,1.1042333,0.7831571
0,17,1.0204124,0.7553838
0,18,1.030976,0.74414104
0,19,1.0237352,0.74693173
