iteration,epoch,mse,mae
0,0,2.8418813,1.3705019
0,1,2.1958401,1.191913
0,2,2.342698,1.2238683
0,3,2.3097026,1.2375908
0,4,2.2066846,1.197217
0,5,2.2333276,1.2141753
0,6,2.1891234,1.1950389
0,7,2.2518675,1.2164917
0,8,2.2162561,1.2014062
0,9,2.2446725,1.2158847
0,10,2.2644312,1.2197329
0,11,2.2244852,1.2069993
0,12,2.2224143,1.2083732
0,13,2.2374582,1.2103641
0,14,2.2286077,1.2099257
0,15,2.239673,1.211105
0,16,2.239504,1.2123079
0,17,2.2283652,1.2098699
0,18,2.2344904,1.2113527
0,19,2.2291923,1.2092581
