iteration,epoch,mse,mae
0,0,0.9314111,0.6755221
0,1,0.9568751,0.67737716
0,2,0.97998744,0.6806807
0,3,0.9868203,0.6720144
0,4,1.0388948,0.72563297
0,5,0.9968659,0.69155866
0,6,1.0197836,0.7152073
0,7,1.0000893,0.70744735
0,8,0.9865472,0.6898863
0,9,0.96081305,0.66889167
0,10,0.9318331,0.64396423
0,11,0.9540059,0.66884756
0,12,0.9566719,0.67018837
0,13,0.9209414,0.65069073
0,14,0.91224986,0.6382568
0,15,0.92091626,0.6514748
0,16,0.9092539,0.64691657
0,17,0.8949215,0.640436
0,18,0.8929259,0.6371579
0,19,0.88603735,0.6323996
