iteration,epoch,mse,mae
0,0,1.0135556,0.7218804
0,1,1.5398746,0.9379935
0,2,1.2548325,0.80420685
0,3,1.7840139,0.9942921
0,4,1.1571549,0.7796836
0,5,1.2145437,0.7806353
0,6,1.2444189,0.811433
0,7,1.2785517,0.8350679
0,8,1.3325586,0.83985484
0,9,1.3519531,0.87309927
0,10,1.4509895,0.8977752
0,11,1.6295487,0.97341835
0,12,1.5081216,0.9283079
0,13,1.4962915,0.9115143
0,14,1.4341675,0.8792103
0,15,1.539432,0.93111926
0,16,1.4837813,0.90931654
0,17,1.466418,0.9009895
0,18,1.4430879,0.8892845
0,19,1.4882218,0.89942867
